Date,open,high,low,close,tick_volume
2012-11-26 20:00:00,99428.0,99433.0,99219.0,99273.0,8547
2012-11-27 00:00:00,99273.0,99317.0,99217.0,99265.0,8288
2012-11-27 04:00:00,99266.0,99314.0,99223.0,99245.0,7744
2012-11-27 08:00:00,99246.0,99300.0,99179.0,99202.0,13642
2012-11-27 12:00:00,99202.0,99265.0,99046.0,99165.0,14324
2012-11-27 16:00:00,99180.0,99461.0,99165.0,99288.0,15225
2012-11-27 20:00:00,99281.0,99473.0,99277.0,99429.0,9211
2012-11-28 00:00:00,99429.0,99486.0,99383.0,99455.0,8742
2012-11-28 04:00:00,99457.0,99473.0,99353.0,99431.0,8415
2012-11-28 08:00:00,99435.0,99456.0,99290.0,99368.0,12785
2012-11-28 12:00:00,99365.0,99568.0,99358.0,99485.0,15932
2012-11-28 16:00:00,99493.0,99602.0,99195.0,99309.0,18425
2012-11-28 20:00:00,99308.0,99321.0,99160.0,99186.0,9478
2012-11-29 00:00:00,99185.0,99213.0,99164.0,99200.0,7785
2012-11-29 04:00:00,99199.0,99269.0,99144.0,99265.0,7402
2012-11-29 08:00:00,99264.0,99270.0,99106.0,99143.0,12790
2012-11-29 12:00:00,99144.0,99322.0,99110.0,99173.0,6879
2012-11-29 16:00:00,99175.0,99381.0,99138.0,99242.0,8700
2012-11-29 20:00:00,99243.0,99301.0,99203.0,99283.0,3454
2012-11-30 00:00:00,99296.0,99328.0,99238.0,99284.0,4191
2012-11-30 04:00:00,99285.0,99320.0,99243.0,99296.0,8091
2012-11-30 08:00:00,99295.0,99342.0,99210.0,99284.0,13471
2012-11-30 12:00:00,99286.0,99506.0,99203.0,99395.0,15875
2012-11-30 16:00:00,99392.0,99448.0,99230.0,99259.0,16603
2012-11-30 20:00:00,99251.0,99437.0,99208.0,99417.0,8029
2012-12-03 00:00:00,99378.0,99419.0,99205.0,99217.0,7818
2012-12-03 04:00:00,99218.0,99327.0,99183.0,99269.0,6902
2012-12-03 08:00:00,99269.0,99360.0,99196.0,99236.0,11086
