Date,open,high,low,close,tick_volume
2012-11-26 12:00:00,131421.0,131752.0,131295.0,131535.0,20646
2012-11-26 16:00:00,131533.0,131677.0,131366.0,131503.0,16978
2012-11-26 20:00:00,131502.0,131621.0,131392.0,131514.0,8259
2012-11-27 00:00:00,131512.0,131629.0,131151.0,131460.0,10482
2012-11-27 04:00:00,131457.0,131984.0,131376.0,131853.0,11969
2012-11-27 08:00:00,131852.0,132070.0,131400.0,131558.0,22117
2012-11-27 12:00:00,131558.0,131956.0,131357.0,131924.0,22134
2012-11-27 16:00:00,131926.0,132000.0,131588.0,131800.0,18018
2012-11-27 20:00:00,131802.0,131802.0,131438.0,131448.0,8399
2012-11-28 00:00:00,131447.0,131653.0,130937.99999999999,131055.0,11052
2012-11-28 04:00:00,131058.0,131127.0,130737.0,130913.99999999999,13120
2012-11-28 08:00:00,130918.0,131222.0,130775.0,131008.00000000001,21852
2012-11-28 12:00:00,131008.99999999999,131043.0,130562.00000000001,130658.99999999999,21794
2012-11-28 16:00:00,130664.99999999999,131152.0,130439.0,131104.0,21822
2012-11-28 20:00:00,131104.0,131461.0,130985.00000000001,131403.0,9625
2012-11-29 00:00:00,131402.0,131611.0,131291.0,131402.0,9831
2012-11-29 04:00:00,131404.0,131668.0,131300.0,131446.0,11512
2012-11-29 08:00:00,131447.0,131657.0,131404.0,131484.0,20475
2012-11-29 12:00:00,131483.0,131836.0,131347.0,131512.0,13985
2012-11-29 16:00:00,131518.0,131758.0,131234.0,131674.0,14267
2012-11-29 20:00:00,131667.0,131742.0,131598.0,131707.0,4401
2012-11-30 00:00:00,131708.0,132414.0,131546.0,132259.0,8892
2012-11-30 04:00:00,132258.0,132395.0,132108.0,132261.0,13096
2012-11-30 08:00:00,132260.0,132775.0,132251.0,132514.0,22358
2012-11-30 12:00:00,132513.0,132778.0,131982.0,131986.0,22064
2012-11-30 16:00:00,131985.0,132276.0,131963.0,132180.0,20465
2012-11-30 20:00:00,132177.0,132180.0,131919.0,132012.0,7012
2012-12-03 00:00:00,132016.0,132207.0,131894.0,132113.0,9991
2012-12-03 04:00:00,132114.0,132243.0,131847.0,132023.0,9961
2012-12-03 08:00:00,132021.0,132082.0,131581.0,131859.0,19557
2012-12-03 12:00:00,131861.0,132422.0,131790.0,132331.0,20040
2012-12-03 16:00:00,132327.0,132522.0,132114.0,132297.0,17332
2012-12-03 20:00:00,132294.0,132350.0,132214.0,132245.0,7908
2012-12-04 00:00:00,132244.0,132287.0,131950.0,132016.0,8681
2012-12-04 04:00:00,132017.0,132230.0,132009.0,132089.0,11000
2012-12-04 08:00:00,132094.0,132292.0,131790.0,132141.0,19732
2012-12-04 12:00:00,132140.0,132236.0,131822.0,131947.0,18945
2012-12-04 16:00:00,131947.0,132044.0,131538.0,131796.0,18143
2012-12-04 20:00:00,131799.0,131929.0,131712.0,131815.0,8395
2012-12-05 00:00:00,131816.0,132395.0,131658.0,132287.0,9862
2012-12-05 04:00:00,132288.0,132644.0,132265.0,132585.0,9945
2012-12-05 08:00:00,132583.0,132633.0,132195.0,132350.0,10598
2012-12-05 12:00:00,132351.0,132458.0,131958.0,132171.0,11735
2012-12-05 16:00:00,132172.0,132731.0,132140.0,132590.0,16594
2012-12-05 20:00:00,132589.0,132714.0,132478.0,132607.0,7351
2012-12-06 00:00:00,132605.0,132796.0,132486.0,132786.0,9435
2012-12-06 04:00:00,132787.0,132868.0,132509.0,132641.0,10127
2012-12-06 08:00:00,132644.0,132886.0,132481.0,132711.0,17182
2012-12-06 12:00:00,132710.0,132871.0,132521.0,132686.0,20849
2012-12-06 16:00:00,132690.0,132699.0,132035.0,132118.0,17844
