Date,open,high,low,close,tick_volume
2012-11-26 20:00:00,106469.0,106717.0,106355.0,106613.0,7680
2012-11-27 00:00:00,106613.0,106755.0,106173.0,106450.0,9986
2012-11-27 04:00:00,106449.0,106881.0,106355.0,106785.0,8791
2012-11-27 08:00:00,106785.0,106950.0,106180.0,106277.0,14816
2012-11-27 12:00:00,106279.0,106565.0,106112.0,106400.0,14386
2012-11-27 16:00:00,106401.0,106473.0,106142.0,106359.0,11086
2012-11-27 20:00:00,106358.0,106367.0,106168.0,106196.0,7511
2012-11-28 00:00:00,106196.0,106340.0,105722.0,105857.0,9969
2012-11-28 04:00:00,105858.0,105943.0,105510.0,105690.0,9722
2012-11-28 08:00:00,105690.0,106000.0,105551.0,105769.0,14178
2012-11-28 12:00:00,105768.0,105780.0,105384.0,105484.0,14051
2012-11-28 16:00:00,105483.0,106012.0,105275.0,105899.0,14411
2012-11-28 20:00:00,105899.0,106376.0,105786.0,106291.0,7796
2012-11-29 00:00:00,106292.0,106483.0,106144.0,106292.0,8923
2012-11-29 04:00:00,106292.0,106494.0,106207.0,106292.0,8181
2012-11-29 08:00:00,106292.0,106709.0,106273.0,106610.0,13279
2012-11-29 12:00:00,106609.0,106804.0,106422.0,106632.0,13833
2012-11-29 16:00:00,106631.0,106692.0,106204.0,106532.0,13872
2012-11-29 20:00:00,106535.0,106596.0,106468.0,106564.0,5287
2012-11-30 00:00:00,106564.0,107289.0,106429.0,107130.0,9926
2012-11-30 04:00:00,107130.0,107244.0,106997.0,107147.0,9707
2012-11-30 08:00:00,107149.0,107663.0,107116.0,107450.0,15292
2012-11-30 12:00:00,107450.0,107638.0,107092.0,107225.0,14355
2012-11-30 16:00:00,107223.0,107425.0,107220.0,107261.0,12817
2012-11-30 20:00:00,107260.0,107263.0,107020.0,107086.0,5881
2012-12-03 00:00:00,107071.0,107486.0,107010.0,107402.0,7959
2012-12-03 04:00:00,107403.0,107520.0,107124.0,107262.0,7256
2012-12-03 08:00:00,107262.0,107334.0,106847.0,107037.0,13482
2012-12-03 12:00:00,107034.0,107481.0,106914.0,107391.0,13802
2012-12-03 16:00:00,107396.0,107576.0,107210.0,107317.0,11216
2012-12-03 20:00:00,107317.0,107402.0,107263.0,107309.0,6831
2012-12-04 00:00:00,107306.0,107347.0,107029.0,107092.0,7458
2012-12-04 04:00:00,107091.0,107311.0,107066.0,107220.0,8277
2012-12-04 08:00:00,107220.0,107334.0,106919.0,107202.0,14008
2012-12-04 12:00:00,107199.0,107386.0,107065.0,107205.0,13461
2012-12-04 16:00:00,107205.0,107275.0,106949.0,107225.0,12275
2012-12-04 20:00:00,107224.0,107305.0,107139.0,107223.0,6944
2012-12-05 00:00:00,107222.0,107804.0,107129.0,107695.0,8373
2012-12-05 04:00:00,107694.0,107945.0,107652.0,107906.0,9639
2012-12-05 08:00:00,107903.0,107955.0,107524.0,107570.0,11080
2012-12-05 12:00:00,107570.0,107662.0,107177.0,107330.0,12173
2012-12-05 16:00:00,107332.0,107849.0,107332.0,107729.0,12796
2012-12-05 20:00:00,107727.0,107822.0,107655.0,107718.0,6269
2012-12-06 00:00:00,107719.0,107785.0,107457.0,107776.0,8135
2012-12-06 04:00:00,107775.0,107817.0,107551.0,107664.0,7820
2012-12-06 08:00:00,107667.0,107881.0,107471.0,107681.0,11970
2012-12-06 12:00:00,107680.0,107832.0,107163.0,107183.0,15522
2012-12-06 16:00:00,107184.0,107187.0,106603.0,106685.0,12419
2012-12-06 20:00:00,106687.0,106904.0,106679.0,106776.0,6139
2012-12-07 00:00:00,106775.0,107068.0,106775.0,106962.0,6042
2012-12-07 04:00:00,106962.0,106984.0,106692.0,106822.0,5201
2012-12-07 08:00:00,106818.0,106847.0,106195.0,106473.0,13399
2012-12-07 12:00:00,106472.0,106843.0,106116.0,106566.0,15958
2012-12-07 16:00:00,106567.0,106689.0,106321.0,106457.0,11518
2012-12-07 20:00:00,106458.0,106649.0,106426.0,106630.0,4236
2012-12-10 00:00:00,106485.0,106623.0,106383.0,106436.0,7211
2012-12-10 04:00:00,106437.0,106464.0,106203.0,106393.0,6366
2012-12-10 08:00:00,106392.0,106427.0,105971.0,106036.0,13333
2012-12-10 12:00:00,106037.0,106466.0,105999.0,106442.0,12042
2012-12-10 16:00:00,106445.0,106623.0,106293.0,106536.0,9355
2012-12-10 20:00:00,106537.0,106634.0,106456.0,106553.0,4620
2012-12-11 00:00:00,106553.0,106723.0,106501.0,106606.0,5321
2012-12-11 04:00:00,106605.0,106742.0,106467.0,106688.0,6928
2012-12-11 08:00:00,106687.0,107070.0,106538.0,106929.0,12800
2012-12-11 12:00:00,106928.0,107191.0,106887.0,107079.0,11888
2012-12-11 16:00:00,107078.0,107389.0,106956.0,107323.0,11184
2012-12-11 20:00:00,107324.0,107410.0,107206.0,107361.0,5857
2012-12-12 00:00:00,107363.0,107442.0,107254.0,107395.0,5719
2012-12-12 04:00:00,107394.0,107606.0,107363.0,107569.0,6162
2012-12-12 08:00:00,107570.0,107965.0,107531.0,107931.0,13566
2012-12-12 12:00:00,107931.0,108191.0,107884.0,108028.0,11958
2012-12-12 16:00:00,108027.0,109028.0,107998.0,108831.0,15175
2012-12-12 20:00:00,108830.0,108925.0,108593.0,108718.0,8460
2012-12-13 00:00:00,108719.0,109018.0,108650.0,108968.0,7320
2012-12-13 04:00:00,108970.0,109482.0,108958.0,109482.0,8771
2012-12-13 08:00:00,109482.0,109527.0,108634.0,108893.0,14991
2012-12-13 12:00:00,108893.0,109241.0,108784.0,109155.0,13519
2012-12-13 16:00:00,109155.0,109442.0,109023.0,109272.0,12641
2012-12-13 20:00:00,109266.0,109397.0,109215.0,109324.0,6231
2012-12-14 00:00:00,109325.0,109645.0,109263.0,109644.0,6777
2012-12-14 04:00:00,109645.0,109972.0,109643.0,109760.0,10132
2012-12-14 08:00:00,109762.0,109793.0,109389.0,109521.0,13993
2012-12-14 12:00:00,109520.0,109816.0,109083.0,109176.0,13816
2012-12-14 16:00:00,109176.0,109917.0,109038.0,109847.0,13572
2012-12-14 20:00:00,109845.0,109913.0,109719.0,109902.0,5200
2012-12-17 00:00:00,110924.0,110934.0,110361.0,110462.0,9096
